flw: 	1,948,568,288
jalr: 	1,335,005,032
add: 	1,291,583,413
mul: 	1,291,517,237
jal: 	1,041,692,091
beq: 	1,018,450,373
fsw: 	940,942,917
fsub: 	557,474,354
lw: 	526,145,010
lui: 	449,339,115
fadd: 	430,065,867
fmul: 	381,818,014
fle: 	304,143,259
feq: 	35,942,252
ble: 	26,158,229
sub: 	15,475,324
fsqrt: 	6,836,314
fdiv: 	5,059,651
div: 	2
.word: 	0
EXIT: 	0
bge: 	0
slt: 	0
addi: 	-,427,185,798
sw: 	-1,397,960,957
ori: 	-1,689,851,576
