lw: 	2,070,243,575
jalr: 	1,793,420,953
fmul: 	1,330,537,417
fsub: 	1,309,830,091
ori: 	1,163,480,509
fle: 	1,083,559,509
jal: 	941,686,199
fadd: 	868,633,904
sw: 	828,607,543
fsw: 	680,212,852
lui: 	405,901,992
add: 	335,384,887
addi: 	318,017,620
ble: 	127,326,327
feq: 	124,348,007
sub: 	71,718,502
mul: 	65,643,935
fsqrt: 	23,008,176
fdiv: 	18,108,516
div: 	2
.word: 	0
EXIT: 	0
bge: 	0
slt: 	0
flw: 	-,293,224,534
beq: 	-,726,932,154
