lw: 	1,318,075,717
ori: 	471,631,852
sw: 	449,402,021
add: 	408,394,966
addi: 	393,368,065
mul: 	384,431,850
flw: 	345,688,757
beq: 	311,996,772
jalr: 	153,275,144
fmul: 	117,804,499
fsub: 	112,387,886
fle: 	91,087,406
jal: 	78,601,577
fadd: 	74,165,540
fsw: 	59,472,188
lui: 	28,077,064
feq: 	11,192,176
ble: 	9,526,855
sub: 	3,851,602
fsqrt: 	2,197,823
fdiv: 	1,517,920
div: 	2
.word: 	0
EXIT: 	0
bge: 	0
slt: 	0
